Student Number,Gender,Age,Degree,Year Graduated,CGPA,Average Prof Grade,Average Elec Grade,OJT Grade,Leadership POS,Act Member POS,Soft Skills Ave,Hard Skills Ave,Employability
22-00286,Male,34,BSCS,2022,3.81,70.7,95.1,82.47,No,Yes,1,2,Not Employable
16-00287,Female,32,BSBA,2016,2.09,75.37,81.17,80.62,No,No,2,3,Not Employable
19-00288,Female,23,BSP,2019,2.64,86.55,83.66,86.59,No,No,3,1,Not Employable
15-00289,Male,31,BSBA,2015,3.14,82.08,90.96,83.06,Yes,No,4,2,Not Employable
15-00290,Female,29,BSIT,2015,3.04,75.7,72.04,91.45,Yes,Yes,3,1,Employable
19-00291,Male,25,BSA,2019,3.31,93.18,81.57,77.97,Yes,Yes,5,2,Not Employable
17-00292,Male,34,BSBA,2017,3.06,84.67,78.87,83.49,Yes,Yes,3,5,Not Employable
18-00293,Female,28,BSBA,2018,2.46,79.3,70.51,96.85,No,Yes,5,2,Employable
17-00294,Male,21,BSBA,2017,2.4,74.85,75.88,92.68,No,No,5,5,Employable
15-00295,Female,21,BSSE,2015,3.81,88.33,81.88,75.04,Yes,Yes,4,4,Not Employable
15-00296,Female,26,BSN,2015,2.53,89.99,75.92,96.61,No,Yes,3,1,Employable
19-00297,Male,34,BSA,2019,2.56,90.09,88.07,87.67,No,Yes,1,4,Not Employable
20-00298,Male,21,BSCS,2020,2.83,76.61,83.46,90.38,No,No,4,3,Not Employable
17-00299,Male,21,BSSE,2017,2.28,87.86,71.18,78.83,Yes,No,4,4,Employable
23-00300,Female,23,BSIT,2023,3.01,97.16,78.25,83.25,No,No,1,2,Not Employable
19-00301,Male,28,BSA,2019,3.33,80.6,70.58,94.2,Yes,No,3,2,Employable
22-00302,Female,27,BSCS,2022,3.57,76.32,80.74,79.92,Yes,Yes,4,3,Employable
15-00303,Female,21,BSA,2015,3.42,93.16,77.77,74.95,No,No,5,3,Employable
19-00304,Male,27,BSHM,2019,2.3,75.31,90.65,81.35,Yes,Yes,1,1,Employable
17-00305,Female,23,BSHM,2017,2.91,77.61,79.22,72.08,Yes,No,2,2,Not Employable
15-00306,Male,21,BSBA,2015,2.08,73.02,81.25,91.54,Yes,Yes,4,3,Not Employable
18-00307,Male,30,BSBA,2018,2.04,78.04,91.76,74.43,Yes,No,5,4,Not Employable
19-00308,Male,29,BSHM,2019,2.88,82.31,84.43,78.55,Yes,No,3,2,Not Employable
21-00309,Male,26,BSCS,2021,2.51,71.92,86.69,96.43,No,No,3,3,Employable
15-00310,Male,25,BSIT,2015,3.37,96.15,95.24,86.21,No,No,1,1,Employable
17-00311,Male,33,BSP,2017,3.45,85.41,76.21,79.64,Yes,Yes,5,5,Employable
16-00312,Male,29,BSP,2016,3.79,87.64,99.68,86.43,Yes,No,1,2,Employable
23-00313,Female,24,BSSE,2023,3.52,81.14,97,76.55,Yes,Yes,4,2,Not Employable
24-00314,Male,30,BSIT,2024,2.1,90.1,78.6,70.76,Yes,Yes,1,2,Employable
20-00315,Female,20,BSA,2020,2.74,82.95,96.79,88.11,Yes,No,2,2,Employable
24-00316,Female,21,BSP,2024,2.55,92.84,92.62,91.42,Yes,No,1,5,Employable
17-00317,Female,27,BSA,2017,2.77,94.64,97.92,96.39,Yes,No,1,5,Employable
22-00318,Male,20,BSA,2022,2.32,90.16,90.73,93.16,No,No,4,1,Employable
22-00319,Female,22,BSA,2022,2.2,84.74,90.23,97.8,Yes,Yes,5,2,Not Employable
16-00320,Female,21,BSP,2016,3.04,93.47,70.1,99.58,No,Yes,2,3,Not Employable
20-00321,Male,24,BSCS,2020,3.44,84.83,84.24,92.35,No,No,1,4,Not Employable
21-00322,Male,23,BSE,2021,3.4,73.35,76.01,96.04,Yes,Yes,4,2,Employable
16-00323,Female,32,BSA,2016,2.9,73.49,79.72,90.21,No,No,4,5,Employable
24-00324,Male,26,BSIT,2024,3.04,98.46,99.36,75.13,Yes,Yes,4,1,Employable
16-00325,Male,24,BSN,2016,3.03,76.41,72.57,75.45,No,No,5,2,Employable
24-00326,Male,27,BSBA,2024,3.38,94.48,91.67,73.31,No,Yes,1,1,Not Employable
15-00327,Male,23,BSIT,2015,2.1,77.4,75.19,98.29,Yes,No,3,3,Not Employable
22-00328,Female,34,BSHM,2022,3.42,82.92,70.22,90.18,No,No,2,3,Employable
15-00329,Male,31,BSP,2015,3.16,89.65,85.04,93.7,No,No,3,3,Employable
23-00330,Male,25,BSN,2023,2.4,74.77,74.84,79.93,No,No,5,3,Not Employable
20-00331,Male,23,BSBA,2020,2.1,92.12,98.96,83.81,No,Yes,1,4,Not Employable
21-00332,Female,21,BSIT,2021,2.22,90.7,76.11,71.19,Yes,No,3,1,Not Employable
24-00333,Female,20,BSN,2024,3.05,86.29,75.76,96.67,No,No,3,2,Employable
21-00334,Male,33,BSE,2021,3.52,86.98,70.97,95.59,Yes,Yes,3,4,Employable
24-00335,Male,33,BSP,2024,2.67,73.17,79.89,93.54,Yes,Yes,2,2,Employable
17-00336,Female,20,BSCS,2017,2.76,83.08,70.72,71.75,Yes,No,1,5,Not Employable
16-00337,Male,27,BSSE,2016,3.87,72.6,84.97,75.23,Yes,Yes,4,4,Employable
23-00338,Male,33,BSE,2023,2.43,79.24,85.17,80.03,No,Yes,1,4,Employable
22-00339,Female,23,BSHM,2022,2.21,97.01,71.6,77.89,No,No,3,5,Not Employable
24-00340,Male,24,BSCS,2024,2.69,87.24,77.2,95.15,No,No,1,4,Not Employable
21-00341,Male,30,BSE,2021,3.49,92.28,94.96,75.85,No,No,4,1,Not Employable
23-00342,Female,27,BSBA,2023,3.25,87.22,83.88,85.96,Yes,No,2,3,Employable
18-00343,Female,31,BSN,2018,2.83,75.83,83.04,87.14,Yes,No,1,2,Employable
18-00344,Male,34,BSP,2018,3.93,87.84,90.96,82.75,No,Yes,1,5,Not Employable
15-00345,Female,26,BSN,2015,3.47,92.66,91.45,77.22,Yes,Yes,2,3,Employable
22-00346,Male,32,BSA,2022,2.12,74.15,92.86,98.81,Yes,No,2,4,Employable
17-00347,Male,27,BSIT,2017,3.49,94.51,94.91,82.4,Yes,No,3,1,Employable
21-00348,Male,32,BSHM,2021,2.05,86.66,76.97,91.82,Yes,No,3,4,Not Employable
16-00349,Female,27,BSA,2016,3.3,70.13,71.99,75.52,Yes,No,2,5,Not Employable
16-00350,Female,25,BSA,2016,2.42,85.59,81.41,94.68,Yes,Yes,4,4,Not Employable
21-00351,Male,29,BSHM,2021,3.39,81.87,95.65,76.48,Yes,Yes,3,1,Not Employable
20-00352,Male,21,BSIT,2020,2.62,78.89,72.34,90.26,Yes,No,4,4,Employable
17-00353,Female,25,BSBA,2017,3.75,93.14,87.28,85.19,Yes,Yes,2,4,Employable
23-00354,Female,33,BSIT,2023,2.67,96.98,91.03,74.4,No,Yes,1,4,Not Employable
24-00355,Female,20,BSP,2024,3.24,92.88,84.44,70.75,No,No,2,4,Not Employable
20-00356,Male,20,BSN,2020,2.57,95.4,77.66,97.92,Yes,No,2,1,Employable
24-00357,Female,30,BSBA,2024,3.83,97.26,79.79,73.77,No,Yes,5,2,Employable
24-00358,Female,22,BSSE,2024,3.56,97.38,72.15,91.15,Yes,Yes,2,3,Not Employable
20-00359,Male,22,BSN,2020,2.49,73.44,78.78,89.58,Yes,Yes,3,5,Employable
15-00360,Male,30,BSBA,2015,3.9,83.69,71.33,80.25,No,Yes,1,2,Not Employable
18-00361,Male,32,BSIT,2018,2.71,70.01,91.79,75.56,No,No,4,1,Employable
24-00362,Female,24,BSHM,2024,3.3,85.19,96.94,75.35,Yes,Yes,5,5,Not Employable
20-00363,Male,20,BSIT,2020,3.49,97.73,89.01,87.56,Yes,No,3,5,Employable
20-00364,Male,29,BSSE,2020,2.05,75.97,89.7,86.41,No,Yes,1,4,Not Employable
19-00365,Male,25,BSBA,2019,3.92,89.19,84.16,96.28,Yes,Yes,4,3,Not Employable
15-00366,Male,26,BSP,2015,2.69,89.33,74.68,89.2,No,No,1,3,Employable
22-00367,Female,29,BSIT,2022,2.38,74.81,70.23,94.58,Yes,No,3,1,Not Employable
19-00368,Male,31,BSBA,2019,3.7,77.16,80.32,70.97,Yes,Yes,1,2,Employable
19-00369,Female,32,BSN,2019,3.41,83.86,92.54,90.13,No,Yes,2,4,Not Employable
21-00370,Female,30,BSSE,2021,2.17,75.65,98.81,77.01,Yes,No,1,3,Not Employable
18-00371,Female,22,BSP,2018,2.23,87.55,82.93,77.59,No,Yes,2,4,Not Employable
20-00372,Male,23,BSBA,2020,3.43,84.54,80.96,91.62,Yes,No,3,2,Not Employable
18-00373,Female,29,BSE,2018,2.15,85.58,83.38,93.8,No,No,5,5,Not Employable
17-00374,Male,30,BSIT,2017,3.83,74.03,82.83,81.15,Yes,Yes,2,2,Not Employable
21-00375,Male,29,BSSE,2021,3.48,85.52,88.78,93.7,No,Yes,1,5,Employable
22-00376,Male,33,BSP,2022,2.67,71.48,92.02,83.31,No,No,1,2,Not Employable
18-00377,Female,31,BSP,2018,2.73,96.45,93.55,95.73,No,No,1,4,Employable
16-00378,Male,34,BSA,2016,3.01,80.3,89.49,70.75,No,No,3,2,Employable
24-00379,Male,29,BSSE,2024,2.72,95.69,83.13,72.5,No,No,4,3,Employable
17-00380,Male,33,BSP,2017,3.57,91.05,98.5,93.29,No,No,1,3,Employable
15-00381,Female,29,BSBA,2015,3.95,92.99,91.33,88.72,Yes,No,1,1,Employable
22-00382,Female,29,BSA,2022,3.17,79.44,82.8,86.77,No,Yes,2,3,Employable
17-00383,Female,22,BSN,2017,2.89,76.83,83.4,88.42,Yes,Yes,5,3,Not Employable
24-00384,Male,20,BSBA,2024,2.45,82.2,94.54,97.91,Yes,No,1,5,Employable
21-00385,Female,27,BSIT,2021,3.31,70.73,83.22,89.67,No,Yes,3,4,Not Employable
24-00386,Male,32,BSSE,2024,3.37,97.56,85.49,89.42,Yes,No,4,4,Not Employable
19-00387,Male,29,BSIT,2019,3.37,81.61,78.75,92.78,Yes,No,4,5,Not Employable
24-00388,Female,29,BSCS,2024,2.05,99.66,95.17,96,No,No,4,3,Not Employable
19-00389,Male,21,BSCS,2019,3.8,92.84,85.67,77.86,No,Yes,3,2,Not Employable
21-00390,Female,20,BSSE,2021,2.68,72.42,86.58,88.5,No,Yes,4,5,Employable
23-00391,Male,33,BSN,2023,3.49,89.81,96.42,87.52,No,No,4,4,Not Employable
19-00392,Female,27,BSA,2019,3.52,78.13,97.62,74.05,Yes,No,2,1,Not Employable
15-00393,Male,26,BSE,2015,3.3,77.31,94.73,85.61,No,Yes,4,4,Employable
24-00394,Male,26,BSP,2024,2.79,77.7,71.96,72.09,No,Yes,2,2,Employable
24-00395,Male,23,BSE,2024,3.22,97.48,83.31,75.55,No,No,2,4,Not Employable
15-00396,Male,30,BSCS,2015,2.08,85,80.3,97.39,Yes,No,2,5,Employable
16-00397,Male,28,BSCS,2016,3.52,90.08,76.41,73.58,Yes,Yes,3,1,Employable
20-00398,Female,25,BSN,2020,2.2,78.43,97.27,87.37,No,Yes,1,4,Not Employable
23-00399,Male,21,BSE,2023,2.79,85.69,96.7,79.7,No,No,5,5,Not Employable
22-00400,Female,33,BSE,2022,2.21,80.5,83.96,86.66,No,No,4,5,Not Employable
19-00401,Female,20,BSA,2019,3.67,79.63,74.04,77.05,Yes,No,5,5,Not Employable
15-00402,Female,20,BSN,2015,3.1,77.41,70.4,83.33,Yes,No,1,1,Employable
21-00403,Male,28,BSN,2021,3.38,82.27,83.15,96.02,Yes,No,2,5,Employable
19-00404,Male,23,BSSE,2019,3.37,89.8,71.2,81.29,Yes,No,2,1,Not Employable
20-00405,Male,24,BSIT,2020,3.68,76.66,88.29,80.59,No,Yes,2,2,Not Employable
21-00406,Female,22,BSN,2021,2.27,98.96,88.25,83.38,Yes,Yes,2,2,Not Employable
17-00407,Male,23,BSN,2017,3.32,73.74,96.97,73.01,No,Yes,4,2,Not Employable
24-00408,Male,31,BSBA,2024,3.15,84.41,75.7,81.62,No,No,1,5,Not Employable
17-00409,Female,27,BSHM,2017,2.06,72.55,81.14,70.21,No,No,1,1,Not Employable
19-00410,Female,32,BSE,2019,2.4,70.68,95.79,85.1,No,Yes,1,2,Employable
20-00411,Female,23,BSP,2020,2.54,97.68,84.23,95.44,Yes,Yes,5,3,Not Employable
23-00412,Female,28,BSE,2023,2.15,94.31,71.79,86.56,No,No,2,2,Employable
19-00413,Female,28,BSSE,2019,2.71,90.82,73.32,88.23,Yes,Yes,3,5,Not Employable
15-00414,Female,25,BSSE,2015,2.05,95.96,94.4,70.92,Yes,Yes,1,3,Employable
18-00415,Male,21,BSSE,2018,3.11,94.09,92.31,95.79,Yes,No,5,4,Not Employable
19-00416,Female,31,BSIT,2019,2.42,89.42,96.28,81.55,No,Yes,4,3,Employable
24-00417,Male,29,BSP,2024,2.57,95.42,73.57,99.25,No,Yes,2,4,Employable
24-00418,Male,30,BSA,2024,3.82,81.72,92.81,73.61,No,Yes,5,3,Not Employable
19-00419,Male,26,BSIT,2019,3.01,86.58,89.65,98.34,No,No,3,1,Not Employable
21-00420,Female,28,BSSE,2021,2.54,93.29,76.97,89.03,No,No,3,3,Not Employable
18-00421,Male,25,BSIT,2018,3.2,72.54,99.22,71.57,Yes,Yes,4,2,Not Employable
15-00422,Female,22,BSA,2015,2.4,95.76,87.11,99.15,No,Yes,1,4,Not Employable
19-00423,Female,33,BSHM,2019,2.15,74.7,97.21,70.42,Yes,No,1,4,Employable
21-00424,Male,34,BSP,2021,2.04,95.94,95.77,91.92,Yes,No,5,2,Not Employable
24-00425,Female,26,BSIT,2024,3.9,79.34,79.99,96.69,Yes,No,5,1,Employable
24-00426,Male,24,BSP,2024,3.45,79.8,86.08,75.27,Yes,No,1,3,Employable
20-00427,Male,20,BSA,2020,3.6,72.22,82.94,80.3,No,No,1,1,Not Employable
19-00428,Female,22,BSHM,2019,3.96,96.58,91.27,86.84,No,Yes,5,2,Not Employable
18-00429,Male,24,BSP,2018,3.86,75.24,87.64,90.39,No,No,2,3,Not Employable
16-00430,Male,26,BSSE,2016,3.47,88.9,93.55,96.16,Yes,Yes,3,2,Not Employable
18-00431,Male,22,BSP,2018,3.39,89.32,70.35,92.83,Yes,Yes,3,4,Employable
24-00432,Female,25,BSN,2024,2.67,78.43,90.63,80.9,Yes,No,4,4,Employable
24-00433,Male,24,BSSE,2024,2.21,99.57,79.57,94.65,Yes,No,3,4,Employable
17-00434,Female,32,BSP,2017,3.15,71.92,76.73,98.98,Yes,No,5,5,Employable
24-00435,Female,20,BSBA,2024,3.15,88.24,94.04,76.81,Yes,Yes,2,5,Not Employable
15-00436,Male,29,BSBA,2015,3.9,84.39,72.68,72.22,No,No,5,4,Employable
22-00437,Male,25,BSSE,2022,2.89,77.36,76.85,82.8,Yes,Yes,1,5,Not Employable
19-00438,Female,33,BSP,2019,3.38,74.91,76.11,96.44,No,No,1,5,Employable
18-00439,Female,27,BSE,2018,3.15,92.11,82.59,74.51,No,Yes,3,2,Employable
22-00440,Male,32,BSIT,2022,2.35,97.49,79.67,96.57,No,Yes,2,3,Employable
21-00441,Male,32,BSBA,2021,3.18,73.23,91.61,99.77,Yes,No,4,4,Employable
16-00442,Female,20,BSE,2016,3.08,75.82,90.98,71.62,No,No,5,5,Not Employable
15-00443,Female,21,BSCS,2015,2.99,99.59,79.76,84.86,No,Yes,4,2,Not Employable
18-00444,Female,33,BSIT,2018,3.03,70.45,83.11,79.87,Yes,Yes,4,2,Employable
22-00445,Female,34,BSSE,2022,2.33,85.25,76.24,81.81,No,No,4,3,Not Employable
16-00446,Female,23,BSBA,2016,2.93,85.48,90.13,83.55,No,Yes,4,2,Employable
17-00447,Male,31,BSHM,2017,3.21,77.89,81.89,92.19,Yes,Yes,5,1,Employable
15-00448,Female,21,BSBA,2015,2.98,89.89,73.98,87.74,Yes,No,1,1,Employable
15-00449,Female,30,BSA,2015,2.98,98.35,73.82,98.84,Yes,No,5,4,Not Employable
17-00450,Male,28,BSBA,2017,2.16,83.51,79.67,79.98,No,Yes,1,3,Employable
19-00451,Male,29,BSHM,2019,2.38,92.48,92.42,86.25,No,Yes,1,1,Not Employable
17-00452,Female,27,BSHM,2017,2.64,89.38,70.77,94.4,Yes,No,5,3,Employable
15-00453,Female,27,BSSE,2015,2.84,84.19,77.73,81.19,No,No,5,4,Not Employable
15-00454,Male,23,BSHM,2015,3.19,71.49,74.87,83.96,Yes,No,5,2,Employable
22-00455,Female,24,BSBA,2022,3.73,92.25,98.69,90.55,Yes,Yes,1,2,Employable
24-00456,Female,23,BSSE,2024,2.32,80.9,91.16,95.82,Yes,No,5,2,Not Employable
16-00457,Male,32,BSP,2016,2.03,76.73,77,82.47,No,Yes,2,1,Employable
17-00458,Female,28,BSBA,2017,2.9,98.45,76.22,85.96,No,No,3,3,Employable
16-00459,Male,32,BSN,2016,2.86,93.21,95.74,99.25,No,No,3,1,Employable
17-00460,Male,21,BSIT,2017,3.1,98.87,75.71,71.27,Yes,Yes,2,5,Employable
21-00461,Male,32,BSHM,2021,3.67,77.69,99.91,83.45,Yes,No,3,3,Employable
15-00462,Male,30,BSCS,2015,3.6,95.07,78.47,89.08,No,Yes,1,4,Not Employable
24-00463,Female,27,BSA,2024,2.2,88.23,72.53,70.25,No,No,5,1,Not Employable
22-00464,Male,21,BSN,2022,3.87,99.45,90.73,87.9,No,No,5,2,Not Employable
24-00465,Female,20,BSHM,2024,2.22,98.39,88.29,71.69,Yes,No,5,2,Employable
24-00466,Female,29,BSBA,2024,3.27,99.19,99.99,95.73,Yes,No,2,2,Not Employable
24-00467,Female,22,BSSE,2024,3.34,98.55,94.06,94.21,No,No,2,1,Employable
16-00468,Female,28,BSN,2016,3.36,70.23,82.87,70.97,No,Yes,1,1,Employable
17-00469,Female,31,BSCS,2017,2.53,92.23,90.3,71.46,No,Yes,2,2,Not Employable
23-00470,Male,22,BSIT,2023,2.66,78.16,94.54,92.61,No,Yes,5,2,Employable
21-00471,Male,28,BSSE,2021,3.1,91.15,85.41,81.09,Yes,No,1,2,Not Employable
18-00472,Male,26,BSA,2018,2.4,99.42,78.19,87.25,No,No,1,5,Not Employable
24-00473,Male,32,BSE,2024,2.04,71.18,76.3,78.11,No,No,5,1,Employable
19-00474,Female,29,BSA,2019,3.12,87.01,78.86,75.19,Yes,No,4,2,Not Employable
16-00475,Male,20,BSN,2016,2.93,92.05,95.44,78.88,Yes,Yes,5,4,Not Employable
22-00476,Female,29,BSHM,2022,3.31,77.6,81.41,77.4,No,Yes,1,2,Employable
18-00477,Female,24,BSP,2018,2.29,76.75,78.6,83.45,Yes,No,4,1,Not Employable
23-00478,Male,28,BSHM,2023,3.68,71.81,94.18,92.4,No,Yes,5,4,Not Employable
19-00479,Male,31,BSIT,2019,2.29,72.82,70.96,86.62,No,No,5,1,Employable
23-00480,Male,34,BSN,2023,3.78,89.7,87.82,88.28,No,No,4,1,Not Employable
18-00481,Male,34,BSP,2018,2.9,85.16,96.21,84.1,Yes,No,4,1,Employable
24-00482,Female,22,BSSE,2024,3.1,70.9,82.3,79.74,No,Yes,3,3,Employable
19-00483,Female,28,BSP,2019,3.79,99.09,78.08,74.31,No,No,4,4,Not Employable
23-00484,Male,24,BSIT,2023,2.6,89.68,84.75,80.64,Yes,Yes,2,5,Employable
22-00485,Female,28,BSBA,2022,2.36,85.46,91.52,89.96,Yes,Yes,4,5,Employable
17-00486,Female,29,BSCS,2017,2.89,78.18,85.5,92.01,Yes,No,1,3,Not Employable
15-00487,Female,25,BSHM,2015,2.49,89.74,70.23,84.08,No,Yes,4,1,Employable
17-00488,Male,28,BSN,2017,3.06,80.93,72.35,89.35,No,No,5,5,Employable
18-00489,Female,26,BSIT,2018,2.55,91.07,91.64,76.32,No,Yes,2,4,Not Employable
16-00490,Male,26,BSE,2016,3.73,90.48,82,95.8,No,No,4,2,Not Employable
15-00491,Male,27,BSCS,2015,3.21,72.78,93.54,95.98,No,No,2,4,Employable
21-00492,Female,26,BSIT,2021,2,97.28,89.48,79.61,Yes,No,3,1,Employable
22-00493,Female,31,BSE,2022,3.61,84.61,87.45,86.43,Yes,No,2,4,Not Employable
21-00494,Male,28,BSE,2021,2.66,81.79,97.04,88.2,No,No,5,1,Employable
19-00495,Female,30,BSE,2019,2.64,98.66,70.64,84.17,No,Yes,3,4,Not Employable
15-00496,Female,28,BSBA,2015,2.77,83.15,74.65,97.33,No,No,4,3,Employable
21-00497,Male,25,BSP,2021,3.26,91.64,88.73,92.19,No,No,2,4,Employable
21-00498,Male,26,BSA,2021,2.88,89.65,71.97,90.18,No,Yes,3,5,Employable
23-00499,Male,21,BSHM,2023,3.26,74.95,89.35,85.6,No,No,4,2,Employable
17-00500,Male,34,BSE,2017,2.29,99.73,99.52,72.55,No,No,4,3,Employable
23-00501,Female,28,BSIT,2023,3.94,83.91,96.36,73.23,No,Yes,2,4,Employable
15-00502,Female,31,BSSE,2015,3.46,81.84,87.73,78.97,Yes,No,2,1,Not Employable
15-00503,Male,32,BSSE,2015,2.5,97.59,96.82,76.35,Yes,Yes,3,3,Employable
18-00504,Male,20,BSN,2018,3.45,85.88,73.49,98.58,No,Yes,2,5,Employable
23-00505,Male,20,BSE,2023,3.15,91.15,83.64,82.29,No,Yes,4,2,Employable
20-00506,Female,22,BSIT,2020,2.22,95.39,82.86,96.3,No,No,5,2,Not Employable
17-00507,Male,31,BSE,2017,2.36,77.06,80.09,94.54,Yes,Yes,3,4,Employable
15-00508,Female,25,BSBA,2015,2.08,75.08,70.01,94.38,Yes,No,5,5,Not Employable
18-00509,Male,24,BSE,2018,3.62,72.06,96.73,76.47,No,Yes,5,5,Employable
23-00510,Male,34,BSHM,2023,3.1,96.91,93.33,83.42,No,Yes,4,2,Not Employable
17-00511,Male,21,BSSE,2017,2.63,76.01,89.59,79.54,No,Yes,5,2,Employable
23-00512,Female,28,BSE,2023,2.25,79.23,73.87,99.11,No,No,1,5,Employable
21-00513,Female,33,BSHM,2021,2.97,78.57,81.35,96.3,No,Yes,3,2,Employable
18-00514,Female,32,BSHM,2018,3.05,79.14,97.73,77.5,Yes,No,4,1,Employable
17-00515,Male,29,BSP,2017,3.4,90.04,88.51,79.41,No,Yes,2,2,Employable
24-00516,Female,33,BSHM,2024,3.94,98.62,88.1,85.87,No,Yes,4,1,Employable
19-00517,Female,23,BSSE,2019,2.87,79.88,97.39,78.36,Yes,No,2,2,Not Employable
19-00518,Male,23,BSN,2019,2.81,82.23,86.8,94.74,No,Yes,4,3,Employable
17-00519,Male,24,BSBA,2017,2.74,93.13,87.93,94.58,Yes,Yes,1,3,Employable
23-00520,Female,34,BSSE,2023,3.65,82.97,80.37,91.73,Yes,No,3,3,Not Employable
18-00521,Female,27,BSIT,2018,2.31,97.78,81.14,90.68,Yes,No,5,1,Not Employable
19-00522,Female,29,BSN,2019,2.69,85.1,90.57,86.42,No,Yes,4,1,Employable
18-00523,Female,23,BSHM,2018,3.45,80.43,79.61,80.41,Yes,Yes,3,4,Not Employable
19-00524,Male,24,BSE,2019,2.03,99.15,86.77,95.11,Yes,Yes,3,4,Not Employable
21-00525,Male,31,BSP,2021,2.58,82.77,78.38,95.76,Yes,No,3,2,Not Employable
23-00526,Male,23,BSN,2023,3.28,76.94,74.98,71.49,No,No,3,1,Not Employable
21-00527,Female,33,BSIT,2021,2.37,75.33,83.63,81.96,Yes,Yes,3,3,Not Employable
19-00528,Female,25,BSIT,2019,2.61,99.86,76.52,70.8,Yes,No,5,3,Not Employable
24-00529,Male,31,BSN,2024,2.97,92.59,96.95,95.18,No,No,5,3,Not Employable
24-00530,Male,22,BSP,2024,2.84,82.26,79.11,75.31,No,Yes,4,2,Employable
21-00531,Female,27,BSHM,2021,2.21,94.79,87.92,90.22,Yes,No,2,1,Employable
24-00532,Female,25,BSIT,2024,3.88,86.4,77.9,80.72,Yes,No,4,2,Employable
19-00533,Male,29,BSHM,2019,2.09,79.52,77.74,94.48,Yes,No,3,5,Not Employable
17-00534,Male,24,BSIT,2017,3.5,92.3,80.52,85.29,No,No,2,5,Employable
21-00535,Male,32,BSN,2021,2.14,92.38,97.48,79.73,No,No,4,4,Employable
16-00536,Female,34,BSE,2016,2.93,85.01,81.74,79.72,No,Yes,2,1,Employable
23-00537,Female,21,BSSE,2023,2.35,71.35,94.64,79.81,No,No,5,3,Employable
24-00538,Female,29,BSBA,2024,2.28,72.31,75.92,93.66,No,No,3,1,Not Employable
24-00539,Female,29,BSIT,2024,2.25,93.66,71.45,91.33,Yes,No,2,4,Not Employable
15-00540,Female,26,BSCS,2015,2.91,94.7,93.45,79.58,Yes,No,1,3,Not Employable
20-00541,Female,21,BSA,2020,3.03,90.35,86.26,84.71,No,Yes,3,2,Not Employable
21-00542,Male,20,BSE,2021,2.27,95.17,85.11,72.28,Yes,Yes,5,3,Not Employable
22-00543,Male,26,BSCS,2022,3.96,91.58,78.17,94.83,No,No,5,5,Not Employable
24-00544,Female,24,BSHM,2024,2.52,96.91,72.17,77.98,Yes,Yes,4,2,Employable
23-00545,Male,20,BSBA,2023,2.92,74.51,84.49,96.68,Yes,No,1,3,Employable
16-00546,Female,34,BSP,2016,2.43,81.63,96.02,87.9,No,Yes,2,2,Not Employable
24-00547,Male,23,BSP,2024,2.99,83.92,73.6,87.03,No,No,4,5,Employable
16-00548,Female,31,BSBA,2016,3.51,78.93,97.88,74.88,Yes,No,5,5,Employable
19-00549,Male,32,BSE,2019,3.04,91.76,78.24,72.09,Yes,Yes,2,1,Not Employable
19-00550,Male,23,BSE,2019,2.57,97.37,85.97,86.58,Yes,No,5,5,Employable
20-00551,Female,29,BSBA,2020,2.5,82.37,72,84.04,Yes,Yes,5,5,Not Employable
17-00552,Female,26,BSE,2017,3.52,98.25,82.75,73.59,No,No,1,5,Employable
22-00553,Male,28,BSBA,2022,2.24,85.5,73.78,95.07,Yes,Yes,3,4,Not Employable
15-00554,Male,21,BSIT,2015,2.74,85.68,71.44,82.52,No,Yes,2,5,Not Employable
20-00555,Female,31,BSA,2020,2.3,88.01,99,77.81,Yes,Yes,1,1,Not Employable
18-00556,Male,33,BSHM,2018,2.52,78.05,91.9,93.65,No,Yes,5,2,Employable
15-00557,Female,20,BSSE,2015,2.31,81.5,91.57,97.39,No,No,5,4,Employable
21-00558,Female,21,BSN,2021,3.77,86.6,72.72,79.18,No,No,1,2,Employable
23-00559,Male,26,BSA,2023,3.46,98.26,97.88,93.28,Yes,Yes,2,2,Employable
18-00560,Female,32,BSSE,2018,3.12,89.28,84.08,89.58,Yes,No,5,1,Not Employable
18-00561,Male,29,BSN,2018,2.45,79.99,95.57,99.69,No,No,2,4,Not Employable
20-00562,Male,25,BSP,2020,3.02,70.31,70.38,76.12,Yes,No,1,3,Employable
17-00563,Female,23,BSA,2017,3.04,99.45,78.95,98.82,No,Yes,5,5,Employable
20-00564,Male,20,BSCS,2020,3.18,84.79,99.88,79.46,No,Yes,4,2,Employable
21-00565,Female,32,BSA,2021,2.12,98.15,82.84,82.36,No,No,4,2,Not Employable
24-00566,Female,20,BSE,2024,3.95,86.48,96.65,80.76,No,No,5,1,Employable
24-00567,Female,24,BSSE,2024,2.93,88.16,79.84,78.05,No,Yes,3,1,Not Employable
17-00568,Male,34,BSE,2017,3.85,91.36,85.76,90.8,Yes,No,5,1,Employable
21-00569,Female,20,BSP,2021,2.02,79.63,95.63,87.67,No,No,5,4,Employable
17-00570,Male,31,BSHM,2017,2.5,90.97,88.17,79.17,Yes,No,5,5,Employable
16-00571,Female,34,BSP,2016,2.21,85.8,91.76,73.97,Yes,Yes,1,4,Employable
24-00572,Female,26,BSE,2024,3.54,90.17,76.86,79.52,Yes,Yes,5,1,Not Employable
